Destination,area_code,value,Year
Yamaguchi-ken,35000,81312,2017
Yamaguchi-ken,35000,87892,2018
Yamaguchi-ken,35000,89192,2019
Yamaguchi-ken,35000,81092,2020
Yamaguchi-ken,35000,79530,2021
Yamaguchi-ken,35000,81947,2022
Yamaguchi-ken,35000,81016,2023
Yamaguchi-ken,35000,77222,2024
Yamaguchi-ken gun,35002,4532,2008
Yamaguchi-ken gun,35002,4549,2009
Yamaguchi-ken gun,35002,4016,2010
Yamaguchi-ken gun,35002,4238,2011
Yamaguchi-ken gun,35002,4019,2012
Yamaguchi-ken gun,35002,3938,2013
Yamaguchi-ken gun,35002,3740,2014
Yamaguchi-ken gun,35002,3729,2015
Yamaguchi-ken gun,35002,3937,2016
Yamaguchi-ken gun,35002,3457,2017
Yamaguchi-ken gun,35002,3770,2018
Yamaguchi-ken gun,35002,3523,2019
Yamaguchi-ken gun,35002,3122,2020
Yamaguchi-ken gun,35002,3143,2021
Yamaguchi-ken gun,35002,3054,2022
Yamaguchi-ken gun,35002,2922,2023
Yamaguchi-ken gun,35002,2664,2024
Yamaguchi-ken shi,35001,92461,2008
Yamaguchi-ken shi,35001,89035,2009
Yamaguchi-ken shi,35001,83724,2010
Yamaguchi-ken shi,35001,83973,2011
Yamaguchi-ken shi,35001,82746,2012
Yamaguchi-ken shi,35001,83312,2013
Yamaguchi-ken shi,35001,81773,2014
Yamaguchi-ken shi,35001,80395,2015
Yamaguchi-ken shi,35001,77792,2016
Yamaguchi-ken shi,35001,77855,2017
Yamaguchi-ken shi,35001,84122,2018
Yamaguchi-ken shi,35001,85669,2019
Yamaguchi-ken shi,35001,77970,2020
Yamaguchi-ken shi,35001,76387,2021
Yamaguchi-ken shi,35001,78893,2022
Yamaguchi-ken shi,35001,78094,2023
Yamaguchi-ken shi,35001,74558,2024
Yamaguchi-shi,35203,17020,2008
Yamaguchi-shi,35203,17131,2009
Yamaguchi-shi,35203,15904,2010
Yamaguchi-shi,35203,15824,2011
Yamaguchi-shi,35203,15112,2012
Yamaguchi-shi,35203,15419,2013
Yamaguchi-shi,35203,14803,2014
Yamaguchi-shi,35203,15253,2015
Yamaguchi-shi,35203,15052,2016
Yamaguchi-shi,35203,14700,2017
Yamaguchi-shi,35203,15462,2018
Yamaguchi-shi,35203,15381,2019
Yamaguchi-shi,35203,14206,2020
Yamaguchi-shi,35203,14099,2021
Yamaguchi-shi,35203,14199,2022
Yamaguchi-shi,35203,14345,2023
Yamaguchi-shi,35203,13721,2024
Yamakita-machi,14364,532,2008
Yamakita-machi,14364,545,2009
Yamakita-machi,14364,530,2010
Yamakita-machi,14364,469,2011
Yamakita-machi,14364,472,2012
Yamakita-machi,14364,488,2013
Yamakita-machi,14364,595,2014
Yamakita-machi,14364,331,2015
Yamakita-machi,14364,346,2016
Yamakita-machi,14364,331,2017
Yamakita-machi,14364,377,2018
Yamakita-machi,14364,460,2019
Yamakita-machi,14364,500,2020
Yamakita-machi,14364,429,2021
Yamakita-machi,14364,446,2022
Yamakita-machi,14364,446,2023
Yamakita-machi,14364,420,2024
Yamamoto-cho,4362,982,2008
Yamamoto-cho,4362,821,2009
Yamamoto-cho,4362,749,2010
Yamamoto-cho,4362,791,2011
Yamamoto-cho,4362,647,2012
Yamamoto-cho,4362,781,2013
Yamamoto-cho,4362,648,2014
Yamamoto-cho,4362,872,2015
Yamamoto-cho,4362,880,2016
Yamamoto-cho,4362,909,2017
Yamamoto-cho,4362,791,2018
Yamamoto-cho,4362,827,2019
Yamamoto-cho,4362,688,2020
Yamamoto-cho,4362,625,2021
Yamamoto-cho,4362,634,2022
Yamamoto-cho,4362,640,2023
Yamamoto-cho,4362,638,2024
Yamamoto-gun,5340,1206,2008
Yamamoto-gun,5340,1151,2009
Yamamoto-gun,5340,1150,2010
Yamamoto-gun,5340,1110,2011
Yamamoto-gun,5340,954,2012
Yamamoto-gun,5340,965,2013
Yamamoto-gun,5340,817,2014
Yamamoto-gun,5340,973,2015
Yamamoto-gun,5340,916,2016
Yamamoto-gun,5340,878,2017
Yamamoto-gun,5340,757,2018
Yamamoto-gun,5340,743,2019
Yamamoto-gun,5340,694,2020
Yamamoto-gun,5340,666,2021
Yamamoto-gun,5340,798,2022
Yamamoto-gun,5340,720,2023
Yamamoto-gun,5340,620,2024
Yamanakako-mura,19425,613,2008
Yamanakako-mura,19425,646,2009
Yamanakako-mura,19425,486,2010
Yamanakako-mura,19425,516,2011
Yamanakako-mura,19425,540,2012
Yamanakako-mura,19425,551,2013
Yamanakako-mura,19425,518,2014
Yamanakako-mura,19425,536,2015
Yamanakako-mura,19425,479,2016
Yamanakako-mura,19425,508,2017
Yamanakako-mura,19425,614,2018
Yamanakako-mura,19425,710,2019
Yamanakako-mura,19425,661,2020
Yamanakako-mura,19425,500,2021
Yamanakako-mura,19425,458,2022
Yamanakako-mura,19425,588,2023
Yamanakako-mura,19425,698,2024
Yamanashi-ken,19000,60793,2008
Yamanashi-ken,19000,61670,2009
Yamanashi-ken,19000,59027,2010
Yamanashi-ken,19000,59038,2011
Yamanashi-ken,19000,57772,2012
Yamanashi-ken,19000,57688,2013
Yamanashi-ken,19000,55733,2014
Yamanashi-ken,19000,56802,2015
Yamanashi-ken,19000,54760,2016
Yamanashi-ken,19000,55395,2017
Yamanashi-ken,19000,63210,2018
Yamanashi-ken,19000,64466,2019
Yamanashi-ken,19000,56888,2020
Yamanashi-ken,19000,60022,2021
Yamanashi-ken,19000,60323,2022
Yamanashi-ken,19000,57513,2023
Yamanashi-ken,19000,57572,2024
Yamanashi-ken gun,19002,9556,2008
Yamanashi-ken gun,19002,9686,2009
Yamanashi-ken gun,19002,9300,2010
Yamanashi-ken gun,19002,9647,2011
Yamanashi-ken gun,19002,9164,2012
Yamanashi-ken gun,19002,9211,2013
Yamanashi-ken gun,19002,9227,2014
Yamanashi-ken gun,19002,9735,2015
Yamanashi-ken gun,19002,9238,2016
Yamanashi-ken gun,19002,9397,2017
Yamanashi-ken gun,19002,11080,2018
Yamanashi-ken gun,19002,11218,2019
Yamanashi-ken gun,19002,9753,2020
Yamanashi-ken gun,19002,9792,2021
Yamanashi-ken gun,19002,10066,2022
Yamanashi-ken gun,19002,9977,2023
Yamanashi-ken gun,19002,9769,2024
Yamanashi-ken shi,19001,51237,2008
Yamanashi-ken shi,19001,51984,2009
Yamanashi-ken shi,19001,49727,2010
Yamanashi-ken shi,19001,49391,2011
Yamanashi-ken shi,19001,48608,2012
Yamanashi-ken shi,19001,48477,2013
Yamanashi-ken shi,19001,46506,2014
Yamanashi-ken shi,19001,47067,2015
Yamanashi-ken shi,19001,45522,2016
Yamanashi-ken shi,19001,45998,2017
Yamanashi-ken shi,19001,52130,2018
Yamanashi-ken shi,19001,53248,2019
Yamanashi-ken shi,19001,47135,2020
Yamanashi-ken shi,19001,50230,2021
Yamanashi-ken shi,19001,50257,2022
Yamanashi-ken shi,19001,47536,2023
Yamanashi-ken shi,19001,47803,2024
Yamanashi-shi,19205,2123,2008
Yamanashi-shi,19205,2113,2009
Yamanashi-shi,19205,1950,2010
Yamanashi-shi,19205,1930,2011
Yamanashi-shi,19205,2169,2012
Yamanashi-shi,19205,2010,2013
Yamanashi-shi,19205,1921,2014
Yamanashi-shi,19205,1781,2015
Yamanashi-shi,19205,1744,2016
Yamanashi-shi,19205,1795,2017
Yamanashi-shi,19205,1812,2018
Yamanashi-shi,19205,1880,2019
Yamanashi-shi,19205,1719,2020
Yamanashi-shi,19205,1768,2021
Yamanashi-shi,19205,1932,2022
Yamanashi-shi,19205,1798,2023
Yamanashi-shi,19205,1641,2024
Yamanobe-machi,6301,764,2008
Yamanobe-machi,6301,859,2009
Yamanobe-machi,6301,713,2010
Yamanobe-machi,6301,732,2011
Yamanobe-machi,6301,656,2012
Yamanobe-machi,6301,562,2013
Yamanobe-machi,6301,668,2014
Yamanobe-machi,6301,721,2015
Yamanobe-machi,6301,696,2016
Yamanobe-machi,6301,599,2017
Yamanobe-machi,6301,632,2018
Yamanobe-machi,6301,643,2019
Yamanobe-machi,6301,588,2020
Yamanobe-machi,6301,612,2021
Yamanobe-machi,6301,577,2022
Yamanobe-machi,6301,590,2023
Yamanobe-machi,6301,587,2024
Yamanouchi-machi,20561,638,2008
Yamanouchi-machi,20561,647,2009
Yamanouchi-machi,20561,624,2010
Yamanouchi-machi,20561,620,2011
Yamanouchi-machi,20561,629,2012
Yamanouchi-machi,20561,637,2013
Yamanouchi-machi,20561,763,2014
Yamanouchi-machi,20561,673,2015
Yamanouchi-machi,20561,603,2016
Yamanouchi-machi,20561,534,2017
Yamanouchi-machi,20561,805,2018
Yamanouchi-machi,20561,945,2019
Yamanouchi-machi,20561,627,2020
Yamanouchi-machi,20561,656,2021
Yamanouchi-machi,20561,583,2022
Yamanouchi-machi,20561,695,2023
Yamanouchi-machi,20561,654,2024
Yamashina-ku,26110,11121,2008
Yamashina-ku,26110,11146,2009
Yamashina-ku,26110,10576,2010
Yamashina-ku,26110,9957,2011
Yamashina-ku,26110,10144,2012
Yamashina-ku,26110,10044,2013
Yamashina-ku,26110,9758,2014
Yamashina-ku,26110,10007,2015
Yamashina-ku,26110,9716,2016
Yamashina-ku,26110,9915,2017
Yamashina-ku,26110,10923,2018
Yamashina-ku,26110,11919,2019
Yamashina-ku,26110,11029,2020
Yamashina-ku,26110,10385,2021
Yamashina-ku,26110,9841,2022
Yamashina-ku,26110,10179,2023
Yamashina-ku,26110,10263,2024
Yamato-cho,43447,824,2008
Yamato-cho,43447,844,2009
Yamato-cho,43447,737,2010
Yamato-cho,43447,731,2011
Yamato-cho,43447,725,2012
Yamato-cho,43447,678,2013
Yamato-cho,43447,672,2014
Yamato-cho,43447,733,2015
Yamato-cho,43447,792,2016
Yamato-cho,43447,647,2017
Yamato-cho,43447,652,2018
Yamato-cho,43447,662,2019
Yamato-cho,43447,610,2020
Yamato-cho,43447,548,2021
Yamato-cho,43447,590,2022
Yamato-cho,43447,540,2023
Yamato-cho,43447,530,2024
Yamato-shi,14213,23440,2008
Yamato-shi,14213,23551,2009
Yamato-shi,14213,22375,2010
Yamato-shi,14213,23534,2011
Yamato-shi,14213,22368,2012
Yamato-shi,14213,22523,2013
Yamato-shi,14213,20969,2014
Yamato-shi,14213,22112,2015
Yamato-shi,14213,21276,2016
Yamato-shi,14213,22358,2017
Yamato-shi,14213,24232,2018
Yamato-shi,14213,27100,2019
Yamato-shi,14213,24260,2020
Yamato-shi,14213,26152,2021
Yamato-shi,14213,25296,2022
Yamato-shi,14213,23446,2023
Yamato-shi,14213,23572,2024
Yamato-son,46523,174,2008
Yamato-son,46523,204,2009
Yamato-son,46523,196,2010
Yamato-son,46523,193,2011
Yamato-son,46523,158,2012
Yamato-son,46523,192,2013
Yamato-son,46523,213,2014
Yamato-son,46523,161,2015
Yamato-son,46523,130,2016
Yamato-son,46523,193,2017
Yamato-son,46523,150,2018
Yamato-son,46523,140,2019
Yamato-son,46523,104,2020
Yamato-son,46523,162,2021
Yamato-son,46523,168,2022
Yamato-son,46523,168,2023
Yamato-son,46523,154,2024
Yamatokoriyama-shi,29203,5184,2008
Yamatokoriyama-shi,29203,5357,2009
Yamatokoriyama-shi,29203,5106,2010
Yamatokoriyama-shi,29203,5290,2011
Yamatokoriyama-shi,29203,5137,2012
Yamatokoriyama-shi,29203,5232,2013
Yamatokoriyama-shi,29203,5027,2014
Yamatokoriyama-shi,29203,5445,2015
Yamatokoriyama-shi,29203,4850,2016
Yamatokoriyama-shi,29203,4898,2017
Yamatokoriyama-shi,29203,4870,2018
Yamatokoriyama-shi,29203,5065,2019
Yamatokoriyama-shi,29203,4548,2020
Yamatokoriyama-shi,29203,4732,2021
Yamatokoriyama-shi,29203,4925,2022
Yamatokoriyama-shi,29203,4922,2023
Yamatokoriyama-shi,29203,5080,2024
Yamatotakada-shi,29202,4756,2008
Yamatotakada-shi,29202,4955,2009
Yamatotakada-shi,29202,4400,2010
Yamatotakada-shi,29202,4298,2011
Yamatotakada-shi,29202,4002,2012
Yamatotakada-shi,29202,4087,2013
Yamatotakada-shi,29202,4153,2014
Yamatotakada-shi,29202,3916,2015
Yamatotakada-shi,29202,3703,2016
Yamatotakada-shi,29202,3602,2017
Yamatotakada-shi,29202,3967,2018
Yamatotakada-shi,29202,4140,2019
Yamatotakada-shi,29202,3711,2020
Yamatotakada-shi,29202,4267,2021
Yamatotakada-shi,29202,4153,2022
Yamatotakada-shi,29202,4104,2023
Yamatotakada-shi,29202,3990,2024
Yamatsuri-machi,7482,290,2008
Yamatsuri-machi,7482,281,2009
Yamatsuri-machi,7482,260,2010
Yamatsuri-machi,7482,325,2011
Yamatsuri-machi,7482,259,2012
Yamatsuri-machi,7482,252,2013
Yamatsuri-machi,7482,241,2014
Yamatsuri-machi,7482,255,2015
Yamatsuri-machi,7482,203,2016
Yamatsuri-machi,7482,203,2017
Yamatsuri-machi,7482,240,2018
Yamatsuri-machi,7482,237,2019
Yamatsuri-machi,7482,189,2020
Yamatsuri-machi,7482,208,2021
Yamatsuri-machi,7482,192,2022
Yamatsuri-machi,7482,210,2023
Yamatsuri-machi,7482,232,2024
Yamazoe-mura,29322,196,2008
Yamazoe-mura,29322,174,2009
Yamazoe-mura,29322,145,2010
Yamazoe-mura,29322,160,2011
Yamazoe-mura,29322,162,2012
Yamazoe-mura,29322,129,2013
Yamazoe-mura,29322,169,2014
Yamazoe-mura,29322,152,2015
Yamazoe-mura,29322,171,2016
Yamazoe-mura,29322,134,2017
Yamazoe-mura,29322,112,2018
Yamazoe-mura,29322,131,2019
Yamazoe-mura,29322,96,2020
Yamazoe-mura,29322,85,2021
Yamazoe-mura,29322,118,2022
Yamazoe-mura,29322,84,2023
Yamazoe-mura,29322,134,2024
Yame-gun,40540,3277,2008
Yame-gun,40540,3084,2009
Yame-gun,40540,1733,2010
Yame-gun,40540,1533,2011
Yame-gun,40540,1545,2012
Yame-gun,40540,1808,2013
Yame-gun,40540,1555,2014
Yame-gun,40540,1836,2015
Yame-gun,40540,1466,2016
Yame-gun,40540,1599,2017
Yame-gun,40540,1479,2018
Yame-gun,40540,1806,2019
Yame-gun,40540,1509,2020
Yame-gun,40540,1450,2021
Yame-gun,40540,1616,2022
Yame-gun,40540,1632,2023
Yame-gun,40540,1404,2024
Yame-shi,40210,2845,2008
Yame-shi,40210,2610,2009
Yame-shi,40210,2941,2010
Yame-shi,40210,3269,2011
Yame-shi,40210,3070,2012
Yame-shi,40210,3156,2013
Yame-shi,40210,3157,2014
Yame-shi,40210,3022,2015
Yame-shi,40210,3055,2016
Yame-shi,40210,3132,2017
Yame-shi,40210,3695,2018
Yame-shi,40210,3763,2019
Yame-shi,40210,3104,2020
Yame-shi,40210,3417,2021
Yame-shi,40210,3364,2022
Yame-shi,40210,3386,2023
Yame-shi,40210,3322,2024
Yanagawa-shi,40207,3456,2008
Yanagawa-shi,40207,3630,2009
Yanagawa-shi,40207,3482,2010
Yanagawa-shi,40207,3360,2011
Yanagawa-shi,40207,3274,2012
Yanagawa-shi,40207,3319,2013
Yanagawa-shi,40207,3456,2014
Yanagawa-shi,40207,3113,2015
Yanagawa-shi,40207,3057,2016
Yanagawa-shi,40207,3374,2017
Yanagawa-shi,40207,3413,2018
Yanagawa-shi,40207,3510,2019
Yanagawa-shi,40207,3483,2020
Yanagawa-shi,40207,3024,2021
Yanagawa-shi,40207,3217,2022
Yanagawa-shi,40207,3318,2023
Yanagawa-shi,40207,3116,2024
Yanai-shi,35212,2572,2008
Yanai-shi,35212,2475,2009
Yanai-shi,35212,2461,2010
Yanai-shi,35212,2338,2011
Yanai-shi,35212,2229,2012
Yanai-shi,35212,2195,2013
Yanai-shi,35212,2062,2014
Yanai-shi,35212,2125,2015
Yanai-shi,35212,1943,2016
Yanai-shi,35212,2202,2017
Yanai-shi,35212,2202,2018
Yanai-shi,35212,2181,2019
Yanai-shi,35212,1788,2020
Yanai-shi,35212,1808,2021
Yanai-shi,35212,1950,2022
Yanai-shi,35212,1990,2023
Yanai-shi,35212,1866,2024
Yanaizu-machi,7423,167,2008
Yanaizu-machi,7423,178,2009
Yanaizu-machi,7423,174,2010
Yanaizu-machi,7423,144,2011
Yanaizu-machi,7423,117,2012
Yanaizu-machi,7423,190,2013
Yanaizu-machi,7423,153,2014
Yanaizu-machi,7423,162,2015
Yanaizu-machi,7423,110,2016
Yanaizu-machi,7423,153,2017
Yanaizu-machi,7423,125,2018
Yanaizu-machi,7423,125,2019
Yanaizu-machi,7423,144,2020
Yanaizu-machi,7423,129,2021
Yanaizu-machi,7423,132,2022
Yanaizu-machi,7423,130,2023
Yanaizu-machi,7423,102,2024
Yao-shi,27212,15169,2008
Yao-shi,27212,15958,2009
Yao-shi,27212,14378,2010
Yao-shi,27212,15191,2011
Yao-shi,27212,14532,2012
Yao-shi,27212,15409,2013
Yao-shi,27212,14469,2014
Yao-shi,27212,15216,2015
Yao-shi,27212,14717,2016
Yao-shi,27212,14712,2017
Yao-shi,27212,16255,2018
Yao-shi,27212,16817,2019
Yao-shi,27212,15213,2020
Yao-shi,27212,15491,2021
Yao-shi,27212,15479,2022
Yao-shi,27212,15655,2023
Yao-shi,27212,15318,2024
Yaotsu-cho,21505,557,2008
Yaotsu-cho,21505,545,2009
Yaotsu-cho,21505,539,2010
Yaotsu-cho,21505,467,2011
Yaotsu-cho,21505,525,2012
Yaotsu-cho,21505,422,2013
Yaotsu-cho,21505,472,2014
Yaotsu-cho,21505,399,2015
Yaotsu-cho,21505,376,2016
Yaotsu-cho,21505,419,2017
Yaotsu-cho,21505,484,2018
Yaotsu-cho,21505,516,2019
Yaotsu-cho,21505,394,2020
Yaotsu-cho,21505,422,2021
Yaotsu-cho,21505,464,2022
Yaotsu-cho,21505,368,2023
Yaotsu-cho,21505,338,2024
Yashio-shi,11234,10102,2008
Yashio-shi,11234,9073,2009
Yashio-shi,11234,7864,2010
Yashio-shi,11234,9040,2011
Yashio-shi,11234,9015,2012
Yashio-shi,11234,8807,2013
Yashio-shi,11234,8973,2014
Yashio-shi,11234,9207,2015
Yashio-shi,11234,10063,2016
Yashio-shi,11234,11561,2017
Yashio-shi,11234,14713,2018
Yashio-shi,11234,13364,2019
Yashio-shi,11234,9731,2020
Yashio-shi,11234,9579,2021
Yashio-shi,11234,10103,2022
Yashio-shi,11234,10584,2023
Yashio-shi,11234,10637,2024
Yasu-shi,25210,4613,2008
Yasu-shi,25210,4232,2009
Yasu-shi,25210,3885,2010
Yasu-shi,25210,3805,2011
Yasu-shi,25210,3615,2012
Yasu-shi,25210,3752,2013
Yasu-shi,25210,3735,2014
Yasu-shi,25210,3646,2015
Yasu-shi,25210,3550,2016
Yasu-shi,25210,3692,2017
Yasu-shi,25210,3881,2018
Yasu-shi,25210,4564,2019
Yasu-shi,25210,3576,2020
Yasu-shi,25210,3500,2021
Yasu-shi,25210,4196,2022
Yasu-shi,25210,4478,2023
Yasu-shi,25210,4272,2024
Yasuda-cho,39304,107,2008
Yasuda-cho,39304,114,2009
Yasuda-cho,39304,139,2010
Yasuda-cho,39304,125,2011
Yasuda-cho,39304,98,2012
Yasuda-cho,39304,114,2013
Yasuda-cho,39304,121,2014
Yasuda-cho,39304,80,2015
Yasuda-cho,39304,176,2016
Yasuda-cho,39304,112,2017
Yasuda-cho,39304,161,2018
Yasuda-cho,39304,127,2019
Yasuda-cho,39304,118,2020
Yasuda-cho,39304,78,2021
Yasuda-cho,39304,80,2022
Yasuda-cho,39304,78,2023
Yasuda-cho,39304,112,2024
Yasugi-shi,32206,1719,2008
Yasugi-shi,32206,1859,2009
Yasugi-shi,32206,1505,2010
Yasugi-shi,32206,1633,2011
Yasugi-shi,32206,1746,2012
Yasugi-shi,32206,1607,2013
Yasugi-shi,32206,1665,2014
Yasugi-shi,32206,1709,2015
Yasugi-shi,32206,1635,2016
Yasugi-shi,32206,1523,2017
Yasugi-shi,32206,1755,2018
Yasugi-shi,32206,1556,2019
Yasugi-shi,32206,1409,2020
Yasugi-shi,32206,1311,2021
Yasugi-shi,32206,1296,2022
Yasugi-shi,32206,1576,2023
Yasugi-shi,32206,1218,2024
Yasuoka-mura,20414,115,2008
Yasuoka-mura,20414,176,2009
Yasuoka-mura,20414,134,2010
Yasuoka-mura,20414,168,2011
Yasuoka-mura,20414,185,2012
Yasuoka-mura,20414,132,2013
Yasuoka-mura,20414,158,2014
Yasuoka-mura,20414,127,2015
Yasuoka-mura,20414,94,2016
Yasuoka-mura,20414,123,2017
Yasuoka-mura,20414,143,2018
Yasuoka-mura,20414,137,2019
Yasuoka-mura,20414,86,2020
Yasuoka-mura,20414,106,2021
Yasuoka-mura,20414,122,2022
Yasuoka-mura,20414,92,2023
Yasuoka-mura,20414,96,2024
Yatomi-shi,23235,3290,2008
Yatomi-shi,23235,3350,2009
Yatomi-shi,23235,2977,2010
Yatomi-shi,23235,3032,2011
Yatomi-shi,23235,3165,2012
Yatomi-shi,23235,3169,2013
Yatomi-shi,23235,3250,2014
Yatomi-shi,23235,2994,2015
Yatomi-shi,23235,2780,2016
Yatomi-shi,23235,3224,2017
Yatomi-shi,23235,4343,2018
Yatomi-shi,23235,4512,2019
Yatomi-shi,23235,3421,2020
Yatomi-shi,23235,3746,2021
Yatomi-shi,23235,3806,2022
Yatomi-shi,23235,3862,2023
Yatomi-shi,23235,3937,2024
Yatsuka-gun,32300,1243,2008
Yatsuka-gun,32300,1334,2009
Yatsuka-gun,32300,1246,2010
Yatsushiro-gun,43460,856,2008
Yatsushiro-gun,43460,922,2009
Yatsushiro-gun,43460,744,2010
Yatsushiro-gun,43460,831,2011
Yatsushiro-gun,43460,688,2012
Yatsushiro-gun,43460,692,2013
Yatsushiro-gun,43460,685,2014
Yatsushiro-gun,43460,641,2015
Yatsushiro-gun,43460,659,2016
Yatsushiro-gun,43460,481,2017
Yatsushiro-gun,43460,695,2018
Yatsushiro-gun,43460,719,2019
Yatsushiro-gun,43460,630,2020
Yatsushiro-gun,43460,630,2021
Yatsushiro-gun,43460,706,2022
Yatsushiro-gun,43460,626,2023
Yatsushiro-gun,43460,578,2024
Yatsushiro-shi,43202,6652,2008
Yatsushiro-shi,43202,6435,2009
Yatsushiro-shi,43202,6422,2010
Yatsushiro-shi,43202,6318,2011
Yatsushiro-shi,43202,6269,2012
Yatsushiro-shi,43202,5980,2013
Yatsushiro-shi,43202,6132,2014
Yatsushiro-shi,43202,5887,2015
Yatsushiro-shi,43202,6180,2016
Yatsushiro-shi,43202,5948,2017
Yatsushiro-shi,43202,7672,2018
Yatsushiro-shi,43202,7412,2019
Yatsushiro-shi,43202,6468,2020
Yatsushiro-shi,43202,6520,2021
Yatsushiro-shi,43202,6986,2022
Yatsushiro-shi,43202,7098,2023
Yatsushiro-shi,43202,6490,2024
Yawata-shi,26210,5952,2008
Yawata-shi,26210,5405,2009
Yawata-shi,26210,4798,2010
Yawata-shi,26210,4955,2011
Yawata-shi,26210,4391,2012
Yawata-shi,26210,4244,2013
Yawata-shi,26210,4227,2014
Yawata-shi,26210,4222,2015
Yawata-shi,26210,4130,2016
Yawata-shi,26210,3951,2017
Yawata-shi,26210,4462,2018
Yawata-shi,26210,4753,2019
Yawata-shi,26210,4144,2020
Yawata-shi,26210,4359,2021
Yawata-shi,26210,4606,2022
Yawata-shi,26210,4650,2023
Yawata-shi,26210,4275,2024
Yawatahama-shi,38204,1816,2008
Yawatahama-shi,38204,1919,2009
Yawatahama-shi,38204,1862,2010
Yawatahama-shi,38204,1690,2011
Yawatahama-shi,38204,1753,2012
Yawatahama-shi,38204,1660,2013
Yawatahama-shi,38204,1635,2014
Yawatahama-shi,38204,1535,2015
Yawatahama-shi,38204,1513,2016
Yawatahama-shi,38204,1569,2017
Yawatahama-shi,38204,1575,2018
Yawatahama-shi,38204,1557,2019
Yawatahama-shi,38204,1418,2020
Yawatahama-shi,38204,1452,2021
Yawatahama-shi,38204,1762,2022
Yawatahama-shi,38204,1698,2023
Yawatahama-shi,38204,1750,2024
Yazu-cho,31329,811,2008
Yazu-cho,31329,948,2009
Yazu-cho,31329,806,2010
Yazu-cho,31329,716,2011
Yazu-cho,31329,901,2012
Yazu-cho,31329,703,2013
Yazu-cho,31329,707,2014
Yazu-cho,31329,763,2015
Yazu-cho,31329,723,2016
Yazu-cho,31329,654,2017
Yazu-cho,31329,806,2018
Yazu-cho,31329,696,2019
Yazu-cho,31329,754,2020
Yazu-cho,31329,582,2021
Yazu-cho,31329,585,2022
Yazu-cho,31329,546,2023
Yazu-cho,31329,578,2024
Yazu-gun,31320,1323,2008
Yazu-gun,31320,1409,2009
Yazu-gun,31320,1185,2010
Yazu-gun,31320,1191,2011
Yazu-gun,31320,1384,2012
Yazu-gun,31320,1119,2013
Yazu-gun,31320,1194,2014
Yazu-gun,31320,1310,2015
Yazu-gun,31320,1221,2016
Yazu-gun,31320,1106,2017
Yazu-gun,31320,1206,2018
Yazu-gun,31320,1182,2019
Yazu-gun,31320,1116,2020
Yazu-gun,31320,961,2021
Yazu-gun,31320,933,2022
Yazu-gun,31320,885,2023
Yazu-gun,31320,894,2024
Yodogawa-ku,27123,23860,2008
Yodogawa-ku,27123,24923,2009
Yodogawa-ku,27123,23244,2010
Yodogawa-ku,27123,23195,2011
Yodogawa-ku,27123,23777,2012
Yodogawa-ku,27123,23523,2013
Yodogawa-ku,27123,23574,2014
Yodogawa-ku,27123,24669,2015
Yodogawa-ku,27123,25411,2016
Yodogawa-ku,27123,25318,2017
Yodogawa-ku,27123,29473,2018
Yodogawa-ku,27123,29762,2019
Yodogawa-ku,27123,29625,2020
Yodogawa-ku,27123,28078,2021
Yodogawa-ku,27123,29686,2022
Yodogawa-ku,27123,30252,2023
Yodogawa-ku,27123,32886,2024
Yogo-cho,25503,159,2008
Yogo-cho,25503,84,2009
Yoichi-cho,1408,1614,2008
Yoichi-cho,1408,1524,2009
Yoichi-cho,1408,1427,2010
Yoichi-cho,1408,1606,2011
Yoichi-cho,1408,1437,2012
Yoichi-cho,1408,1409,2013
Yoichi-cho,1408,1479,2014
Yoichi-cho,1408,1422,2015
Yoichi-cho,1408,1323,2016
Yoichi-cho,1408,1224,2017
Yoichi-cho,1408,1405,2018
Yoichi-cho,1408,1394,2019
Yoichi-cho,1408,1164,2020
Yoichi-cho,1408,1252,2021
Yoichi-cho,1408,1242,2022
Yoichi-cho,1408,1358,2023
Yoichi-cho,1408,1326,2024
Yokkaichi-shi,24202,22695,2008
Yokkaichi-shi,24202,20995,2009
Yokkaichi-shi,24202,19801,2010
Yokkaichi-shi,24202,19584,2011
Yokkaichi-shi,24202,19352,2012
Yokkaichi-shi,24202,18481,2013
Yokkaichi-shi,24202,18846,2014
Yokkaichi-shi,24202,19545,2015
Yokkaichi-shi,24202,19036,2016
Yokkaichi-shi,24202,19008,2017
Yokkaichi-shi,24202,24995,2018
Yokkaichi-shi,24202,24641,2019
Yokkaichi-shi,24202,21404,2020
Yokkaichi-shi,24202,20809,2021
Yokkaichi-shi,24202,22846,2022
Yokkaichi-shi,24202,20754,2023
Yokkaichi-shi,24202,20930,2024
Yokohama-machi,2406,308,2008
Yokohama-machi,2406,360,2009
Yokohama-machi,2406,324,2010
Yokohama-machi,2406,305,2011
Yokohama-machi,2406,254,2012
Yokohama-machi,2406,253,2013
Yokohama-machi,2406,164,2014
Yokohama-machi,2406,218,2015
Yokohama-machi,2406,225,2016
Yokohama-machi,2406,212,2017
Yokohama-machi,2406,282,2018
Yokohama-machi,2406,250,2019
Yokohama-machi,2406,232,2020
Yokohama-machi,2406,224,2021
Yokohama-machi,2406,242,2022
Yokohama-machi,2406,156,2023
Yokohama-machi,2406,154,2024
Yokohama-shi,14100,438903,2008
Yokohama-shi,14100,433036,2009
Yokohama-shi,14100,413649,2010
